epoch,accuracy,loss,val_accuracy,val_loss
0,0.4944852888584137,1.3122084140777588,0.9010416865348816,0.6331316828727722
1,0.7348345518112183,0.7148903012275696,0.921875,0.4059939682483673
2,0.8345588445663452,0.5280643701553345,0.9322916865348816,0.31265774369239807
3,0.873161792755127,0.44670215249061584,0.9401041865348816,0.26966437697410583
4,0.892463207244873,0.387486070394516,0.9375,0.2509216070175171
5,0.9071691036224365,0.3537828028202057,0.9401041865348816,0.22168032824993134
6,0.9163603186607361,0.3217656910419464,0.9401041865348816,0.21095113456249237
7,0.9214154481887817,0.31206953525543213,0.9427083134651184,0.1929069310426712
8,0.9232536554336548,0.28888773918151855,0.9427083134651184,0.18560194969177246
9,0.9397978186607361,0.2603578269481659,0.9479166865348816,0.18331773579120636
10,0.9365808963775635,0.251600056886673,0.9479166865348816,0.1802947074174881
11,0.9407169222831726,0.25394272804260254,0.9479166865348816,0.1699230670928955
12,0.9361213445663452,0.23518970608711243,0.9453125,0.16490988433361053
13,0.9397978186607361,0.2284552901983261,0.9505208134651184,0.1588754504919052
14,0.943474292755127,0.22730785608291626,0.953125,0.16025856137275696
15,0.935661792755127,0.22172123193740845,0.9557291865348816,0.1585472673177719
16,0.9466911554336548,0.20832259953022003,0.9583333134651184,0.15718157589435577
17,0.9494485259056091,0.19337567687034607,0.9609375,0.14821922779083252
18,0.9508271813392639,0.20420582592487335,0.9583333134651184,0.14093293249607086
19,0.9522058963775635,0.20016606152057648,0.9609375,0.13688354194164276
20,0.9522058963775635,0.18776899576187134,0.9609375,0.1387096792459488
21,0.9526654481887817,0.18605586886405945,0.9609375,0.13308560848236084
22,0.9540441036224365,0.17942273616790771,0.9661458134651184,0.13718001544475555
23,0.9577205777168274,0.17769666016101837,0.9583333134651184,0.13117866218090057
24,0.9558823704719543,0.17708557844161987,0.9609375,0.1292765885591507
25,0.9522058963775635,0.18648339807987213,0.9583333134651184,0.12798237800598145
26,0.9581801295280457,0.17827045917510986,0.96875,0.11939334869384766
27,0.9554228186607361,0.16484153270721436,0.9635416865348816,0.12405657023191452
28,0.9563419222831726,0.1803710013628006,0.9661458134651184,0.11748365312814713
29,0.9581801295280457,0.1668323278427124,0.9609375,0.12296590954065323
30,0.9545036554336548,0.17072148621082306,0.9609375,0.11944422870874405
31,0.9581801295280457,0.1646295189857483,0.9661458134651184,0.1219203844666481
32,0.9572610259056091,0.17387688159942627,0.9609375,0.1266363263130188
33,0.9577205777168274,0.1609674096107483,0.9661458134651184,0.11970850080251694
34,0.9618566036224365,0.1552717089653015,0.9661458134651184,0.12931248545646667
35,0.966911792755127,0.14384594559669495,0.9661458134651184,0.11837992072105408
